open,high,low,close,volume,marketCap,timestamp
1.897372672,1.945276021,1.814325143,1.910703041,72077452.24,243567776.4,7/21/2022
1.910669224,1.936993903,1.833251629,1.858262189,53816587.34,236882853.9,7/22/2022
1.856433379,1.92250827,1.811054807,1.85544569,55449897.69,236523819.4,7/23/2022
1.855598522,1.924666151,1.855598522,1.871319899,41406214.02,238547391.8,7/24/2022
1.870436382,1.870436382,1.664052272,1.676508734,63157337.64,213713746,7/25/2022
1.676757054,1.714506269,1.629772048,1.714506269,53965561.75,218557499.9,7/26/2022
1.714489982,1.823886345,1.702034675,1.811314413,62026449.48,230898163.9,7/27/2022
1.810992559,1.897662627,1.786561539,1.861945026,84495879.82,237352325.4,7/28/2022
1.861731116,2.108222481,1.844031039,1.918499611,133751552.6,244561647.9,7/29/2022
1.918122245,1.985976527,1.831406831,1.854858777,75797657.94,236449002.4,7/30/2022
1.854825255,2.097315819,1.854825255,1.887539352,132541182.5,240614974.2,7/31/2022
1.887383963,2.596618637,1.869214874,2.27591091,648431142.2,290122822.7,8/1/2022
2.276233298,2.325281999,2.104455863,2.137547877,185635018.4,272484929.5,8/2/2022
2.13763807,2.186954074,2.011427615,2.082424807,101332158.6,265458089.9,8/3/2022
2.08252773,2.230519924,2.015048667,2.08978673,88554152.16,266396554.7,8/4/2022
2.089319488,2.138831741,2.071469596,2.132363301,60479490.16,271824023.1,8/5/2022
2.132588158,2.209978852,2.094174999,2.108053034,56805915.15,268725060.4,8/6/2022
2.108485647,2.140586309,2.043981035,2.098071635,44547035.6,267452676.9,8/7/2022
2.098245934,2.168258283,2.083586091,2.104684968,50156818.94,268295714.6,8/8/2022
2.105475407,2.196627367,1.881491237,1.981123429,89431660.59,252544648.8,8/9/2022
1.980842902,2.057853971,1.915711811,2.020699376,58168100.61,257589611.4,8/10/2022
2.020927041,2.066330354,1.95805536,1.97161123,45789801.51,251332076.7,8/11/2022
1.971594684,2.086438706,1.94945509,2.045694776,51665421.37,260775911.9,8/12/2022
2.045211438,2.067966453,1.985437261,2.000200662,36697237.42,254976528.1,8/13/2022
2.00097363,2.176160733,1.989336644,2.046960686,109049991,260937284.4,8/14/2022
2.047090439,2.163211295,1.939579214,1.987720473,130611912.9,253385610.1,8/15/2022
1.987151729,2.014767186,1.937562813,1.997742453,43976274.08,254663166.8,8/16/2022
1.997883971,2.045157289,1.905960757,1.929462685,57339332,245959170.9,8/17/2022
1.929549441,1.954697861,1.600865249,1.763129056,74249171.73,224755712.7,8/18/2022
1.762749379,1.776210127,1.547846406,1.59619048,117893266.8,203475138.5,8/19/2022
1.595989184,1.675327604,1.580683076,1.622973448,49408979.99,206889310,8/20/2022
1.622207491,1.688715238,1.61847281,1.676834549,45661037.23,213755279.5,8/21/2022
1.676557247,1.743714253,1.60126865,1.676467763,48554698.62,213708523.3,8/22/2022
1.675103225,1.826892571,1.62693024,1.808626507,107059540.5,230555521.8,8/23/2022
1.808135064,1.808267089,1.716847979,1.717839315,49877135.49,218982381.5,8/24/2022
1.717685596,1.842414257,1.717142055,1.824141571,110425005.2,232533312,8/25/2022
1.823509208,1.844299537,1.593722554,1.612232018,97109240.06,205520041.2,8/26/2022
1.613614845,1.645289773,1.583668788,1.614157895,42957647.54,205765543.2,8/27/2022
1.61439193,1.630245876,1.539605356,1.539605356,33705488.19,196261923.1,8/28/2022
1.541637638,1.645934148,1.528271457,1.645934148,41714281.98,209816236.2,8/29/2022
1.645153235,1.764678487,1.584834594,1.732263484,96350468.99,220821109.3,8/30/2022
1.732165383,1.83980057,1.656166991,1.780298272,165122340.3,226944366.7,8/31/2022
1.781248537,2.189343716,1.764601554,1.99297916,575427785.1,254055963.7,9/1/2022
1.993329324,2.057657752,1.834871775,1.850768577,184618793.4,235927602.3,9/2/2022
1.850937392,1.913401348,1.795623823,1.857788164,93687630.24,236822427.4,9/3/2022
1.858095267,1.866397571,1.768044814,1.811820685,63066975.9,230962701.2,9/4/2022
1.811908124,2.004430203,1.783049829,2.002183119,198225021.9,255229242.7,9/5/2022
2.001813454,2.148581184,1.817996247,1.848896118,295328763.5,235688909.6,9/6/2022
1.847558439,1.974313392,1.781455487,1.884310141,172498727.4,240203329,9/7/2022
1.884260097,2.067120255,1.883932744,1.909577529,258116350.2,243424301.2,9/8/2022
1.909287121,6.905169676,1.909287121,5.136730333,5818198901,654807135.6,9/9/2022
5.128994956,7.055148445,4.868270278,6.418686998,3972403390,818225169.6,9/10/2022
6.419261258,6.917151389,5.37880722,5.736365381,1877660243,731245897.8,9/11/2022
5.735800169,5.814989987,3.853392462,3.985531852,1568116237,508057563.3,9/12/2022
3.988369908,4.641070791,3.910477795,4.376352619,1287619958,557877625.9,9/13/2022
4.150386409,4.491756704,2.291906565,2.994301426,1670025436,381699994.5,9/14/2022
2.995534037,3.110761382,2.643483053,2.720860602,554643399,346842995.8,9/15/2022
2.722119721,3.399156387,2.660172747,3.076843324,759995238.1,392222062.1,9/16/2022
3.077744882,3.229062241,2.939939732,3.090812886,502854189,394002838.7,9/17/2022
3.088300709,3.088300709,2.66184862,2.7425211,356283616.6,349604178,9/18/2022
2.742804332,2.990811382,2.499574854,2.902805043,537754456.7,370036449.7,9/19/2022
2.904522377,2.905838979,2.646217856,2.701215162,263002611.8,344338684.1,9/20/2022
2.700766511,2.72813799,2.460768068,2.509537817,275430576.4,319904523.5,9/21/2022
2.506040573,2.713342268,2.486363706,2.628196318,185447969.4,335030572.2,9/22/2022
2.628618399,2.883100789,2.522830653,2.624970227,263205984.4,334619324.8,9/23/2022
2.624324048,2.667405931,2.376682469,2.40396376,149706413.3,306446420.5,9/24/2022
2.403556685,2.476646583,2.14225514,2.184953166,166900558.4,278527941.2,9/25/2022
2.185167299,2.830105614,2.022887645,2.706822537,742350343.8,345053486.7,9/26/2022
2.706068931,2.746288377,2.418647599,2.488203466,314198725.2,317184917.1,9/27/2022
2.488662078,2.616168947,2.392318714,2.500114473,266247881.3,318703278.3,9/28/2022
2.500261676,2.521107032,2.421361144,2.463509162,152191446.3,314036998.9,9/29/2022
2.464074364,2.58342514,2.433500581,2.48415369,219738866.5,316668669.9,9/30/2022
2.483977332,2.542143212,2.380463487,2.48063331,146940501.1,316219907.8,10/1/2022
2.480575028,2.681755227,2.448660635,2.472429977,265497212.8,315174184,10/2/2022
2.472332261,2.474739802,2.410098206,2.449554311,123322967.6,312258097.6,10/3/2022
2.449433321,2.720252191,2.42092398,2.557674672,320767346.5,326040791.9,10/4/2022
2.557700882,2.63216927,2.497406716,2.550773631,177537797.7,325161078.5,10/5/2022
2.551180659,2.574971909,2.456750624,2.470158198,117506601,314884587.9,10/6/2022
2.470353689,2.552048761,2.464180379,2.505159876,105572109.2,319346443.4,10/7/2022
2.5055056,2.54292666,2.46459422,2.48906234,67536666.49,317294402.3,10/8/2022
2.488826856,2.544183927,2.483036617,2.53365769,76676942.79,322979215.8,10/9/2022
2.533777599,2.599986917,2.499917435,2.513314925,180757632.7,320386012.2,10/10/2022
2.513331277,2.513331277,2.280052076,2.420595191,236095412.8,308566520.1,10/11/2022
2.420912313,3.080341445,2.416128214,2.841258355,780561770.5,362190756.5,10/12/2022
2.841181098,2.845214752,2.488675578,2.639647872,395000372.8,336490364.5,10/13/2022
2.639218734,2.869411054,2.618427046,2.845952952,334771577.2,362789202.4,10/14/2022
2.844934953,2.888477694,2.710671556,2.726889759,307101275.2,347611565.4,10/15/2022
2.727248867,2.730643055,2.584702256,2.621775283,178105834.5,334212047.7,10/16/2022
2.621602862,2.669826377,2.591283107,2.634638933,127139790.1,335851847.6,10/17/2022
2.634800122,2.666409257,2.487361089,2.518945225,166789632.8,321103737.3,10/18/2022
2.518827541,2.531438962,2.398903568,2.442614705,158432842.7,311373468.1,10/19/2022
2.442701199,2.489349288,2.325001931,2.345813067,108494085.1,299033633.4,10/20/2022
2.3454057,2.364892916,2.227084493,2.351136319,118451346.9,299712217.5,10/21/2022
2.351121513,2.376121086,2.312027721,2.351452895,88913501.84,299752573.1,10/22/2022
2.351518881,2.517656838,2.318480253,2.451675956,184525960.1,312528555.3,10/23/2022
2.452028398,2.475361499,2.354828175,2.37166179,95000724.18,302328711.6,10/24/2022
2.371787831,2.451845742,2.369086464,2.416614526,109222804.9,308059083,10/25/2022
2.416239136,2.489050869,2.410509708,2.457130123,136603433.4,313223827.9,10/26/2022
2.456325338,2.55698156,2.383563506,2.407247431,183111289,306865008,10/27/2022
2.406945712,2.496824653,2.385357808,2.431640266,144258821.3,309974496.2,10/28/2022
2.43171441,2.528924817,2.396249089,2.429194038,154548327.2,309662662.2,10/29/2022
2.430539102,2.850204233,2.423423022,2.501257519,375561104.1,318848988.6,10/30/2022
2.501098883,2.526708304,2.415255293,2.444547737,151052066.7,311619882.2,10/31/2022
2.444288512,2.458916055,2.371880648,2.372167705,170397481.6,302393203.3,11/1/2022
2.372577267,2.410461672,2.257946233,2.306873239,134388453.1,294069760.3,11/2/2022
2.306966967,2.431266263,2.298328224,2.379850718,169403395.2,303372599.1,11/3/2022
2.37968268,2.633599362,2.361912648,2.591069607,221300636.1,330297827.2,11/4/2022
2.59116665,2.697161587,2.465998779,2.474654763,220233656.5,315457789.7,11/5/2022
2.47544062,2.532822976,2.385817346,2.385817346,123441742.9,304133197.9,11/6/2022
2.386045979,2.433782042,2.355921193,2.419890416,106292279.9,308476678.6,11/7/2022
2.419501386,2.432367139,1.593033597,1.914555014,300852837.4,244058808.5,11/8/2022
1.915738766,1.962516739,1.535046576,1.616181109,332233271.2,206023453.5,11/9/2022
1.614037285,1.868635359,1.581241103,1.819574823,247553250.8,231951163.6,11/10/2022
1.819067875,1.87201174,1.615340074,1.725369763,139701745.2,219942328.9,11/11/2022
1.726022543,1.78761371,1.646848225,1.697994935,134666790.5,216452709.7,11/12/2022
1.698787229,1.784607597,1.634878577,1.657907562,103520769.6,211342552.9,11/13/2022
1.657708716,1.702151149,1.545769316,1.665728647,70301076.39,212339549.4,11/14/2022
1.666234226,1.790400571,1.653290886,1.698299469,81596183.03,216491530.3,11/15/2022
1.698391074,1.747079724,1.653958727,1.664076735,61254185.49,212128971.1,11/16/2022
1.66414642,1.685489927,1.635650173,1.671005983,39549547.63,213012280.2,11/17/2022
1.670914419,1.746570885,1.661490294,1.69121901,65087893.67,215588945.5,11/18/2022
1.691183551,1.691183551,1.653196252,1.675378234,27877745.81,213569635,11/19/2022
1.675537345,1.683917546,1.549985744,1.555599213,55628227.41,198300747.5,11/20/2022
1.555593438,1.555593438,1.445632069,1.485021931,56851571.61,189303875,11/21/2022
1.484435728,1.547277361,1.444576212,1.539161519,43427792.71,196205344.7,11/22/2022
1.539714317,1.594332799,1.529394342,1.577721021,45841467.82,201120735.5,11/23/2022
1.577651412,1.612197744,1.536705013,1.564991346,32426372.67,199498014.1,11/24/2022
1.564634875,1.584470249,1.511429829,1.553766877,36382155.08,198067169.6,11/25/2022
1.553549056,1.601269167,1.552745401,1.560780056,35822297.39,198961178,11/26/2022
1.560712318,1.702929576,1.556342868,1.588243062,65635154.6,202462037.7,11/27/2022
1.588165769,1.604414295,1.511821652,1.570958666,37549793.39,200258701.1,11/28/2022
1.570978205,1.601448091,1.552099323,1.598132185,33977225.17,203722658.4,11/29/2022
1.59833721,1.629354012,1.581899553,1.61774433,35709799.32,206222725.7,11/30/2022
1.617798613,1.663629703,1.590585471,1.641761671,42773210.33,209284347.7,12/1/2022
1.641492757,1.740035675,1.632106984,1.670461613,72460589.85,212942886.4,12/2/2022
1.670357546,1.684919549,1.621181757,1.627788863,29986118.36,207503157.4,12/3/2022
1.627730744,1.652287776,1.625275819,1.650209454,20708074.62,210361232.9,12/4/2022
1.650261803,1.678746294,1.608012269,1.632633948,31508829.73,208120787,12/5/2022
1.632566679,1.650624865,1.598686061,1.625992881,24012036.36,207274213.8,12/6/2022
1.625781735,1.634280397,1.540312788,1.572575077,27491023.92,200464753.9,12/7/2022
1.572771058,1.6878911,1.561842464,1.6514627,76537258.55,210520991,12/8/2022
1.651567909,1.682435899,1.62294353,1.632290291,29874110.69,208076979.1,12/9/2022
1.632262428,1.669018945,1.629298499,1.643238021,23629481.33,209472546.2,12/10/2022
1.643259086,1.671752811,1.587839587,1.598906415,25530428.06,203821353.6,12/11/2022
1.598864589,1.634510161,1.575065542,1.6269194,33659580.67,207392322.2,12/12/2022
1.627138646,1.698200005,1.582678919,1.667713984,44931353.92,212592631.1,12/13/2022
1.667840936,1.674389159,1.624672431,1.632034669,25701027.98,208044393.5,12/14/2022
1.631576253,1.636406334,1.590005657,1.610490103,20657060.93,205297989.8,12/15/2022
1.610491452,1.637725807,1.171158865,1.293101515,70573182.13,164838729,12/16/2022
1.293544488,1.349990046,1.227336416,1.33469056,73774588.65,170140312.1,12/17/2022
1.334879938,1.34352123,1.30911034,1.319591877,22095115.84,168215600.4,12/18/2022
1.319862548,1.33991709,1.217338936,1.231735831,33089474.35,157016109.3,12/19/2022
1.232228942,1.309955188,1.232228942,1.303568026,26931124.61,166172952.4,12/20/2022
1.303548196,1.304102347,1.209957392,1.234545956,29137354.93,157374331.3,12/21/2022
1.234571947,1.292709189,1.22073135,1.271490135,45473400.64,162083808.1,12/22/2022
1.271498614,1.286518077,1.254683008,1.27340053,27420408.49,162327336.5,12/23/2022
1.273393927,1.287431658,1.264287528,1.27684845,18762702.75,162766861.7,12/24/2022
1.276861224,1.276861224,1.248248196,1.27275477,19242316.17,162245017.9,12/25/2022
1.273079963,1.328354117,1.271144148,1.316902814,47674831.87,167872810.9,12/26/2022
1.316950412,1.484429443,1.306094922,1.370157706,123127341,174661503.4,12/27/2022
1.37001248,1.393276648,1.279162313,1.281000674,48685838.2,163296168.5,12/28/2022
1.280940009,1.305615088,1.254903713,1.275766014,26915027.95,162628877.8,12/29/2022
1.275709815,1.286226516,1.230035777,1.254247466,23337070.38,159885790.7,12/30/2022
1.254225676,1.27694795,1.249006085,1.259124384,18144222.97,160507478,12/31/2022
1.259056015,1.286126937,1.254900789,1.281270217,21548230.97,163330528.6,1/1/2023
1.281463057,1.328598228,1.265903293,1.320398574,33121087.2,168318434.5,1/2/2023
1.320566479,1.35080765,1.292011921,1.312703452,36964884.6,167337495.2,1/3/2023
1.31270239,1.344314643,1.305620187,1.329967545,30598345.69,169538243.6,1/4/2023
1.329910501,1.340635717,1.300424319,1.302532209,21393390.4,166040911.2,1/5/2023
1.302551103,1.329823265,1.280964148,1.325936326,27054922.37,169024362.1,1/6/2023
1.325839405,1.3369037,1.31183414,1.317931341,16565908.29,168003922.8,1/7/2023
1.317867649,1.35224242,1.297719223,1.350257147,24566653.26,172124670.3,1/8/2023
1.350588032,1.820690663,1.350588032,1.568469242,256666111.3,199941360.6,1/9/2023
1.569893707,1.718007763,1.502095691,1.578081283,235343697.7,201166660.1,1/10/2023
1.577923318,1.628057991,1.4839468,1.562069846,77885122.94,199125594.6,1/11/2023
1.56162448,1.610505401,1.500893436,1.610435146,101001075.8,205290984.1,1/12/2023
1.613103367,1.711412632,1.576233082,1.695093288,125731362.1,216082820.8,1/13/2023
1.695309849,2.017851506,1.660827559,1.838427979,330255375.9,234354478.6,1/14/2023
1.83901802,2.179091317,1.798699327,2.070005965,462809881.3,263874992.3,1/15/2023
2.068897449,2.219716349,1.960023122,2.124382523,324147163.7,270806669.7,1/16/2023
2.124948238,2.162874273,2.039754425,2.070340074,158894895.5,263917582.9,1/17/2023
2.070575058,2.113356642,1.822909594,1.85668227,163536711,236681453,1/18/2023
1.856253319,1.976335656,1.827589021,1.955336598,100597787.4,249257460.3,1/19/2023
1.954885022,2.120285704,1.900079479,2.095498706,115123052.2,267124691.4,1/20/2023
2.096098202,2.524481554,1.989409321,2.214235422,405942974.7,282260710.6,1/21/2023
2.213879883,2.437146751,2.194406671,2.290543091,324912091.9,291988067,1/22/2023
2.291289307,2.34426757,2.225925722,2.247750427,159511923.3,286533051.8,1/23/2023
2.247441894,2.346969618,2.031129547,2.042697832,130279112,414638359.2,1/24/2023
2.043267271,2.242029351,2.043267271,2.1782518,105933683.1,442153870.4,1/25/2023
2.178059282,2.210608121,2.116036333,2.159509927,83431927.25,442011640.5,1/26/2023
2.159576558,2.178525995,2.074569771,2.134527831,77521709.84,438165839.1,1/27/2023
2.135198665,2.238390342,2.088113953,2.114311003,91779110.86,435271636.8,1/28/2023
2.113528589,2.190249535,2.09829182,2.178507381,72804652.25,449873915.1,1/29/2023
2.178949284,2.183722441,1.894459615,1.959662019,89515465.44,405844682.4,1/30/2023
1.959747214,2.19232036,1.94666676,2.057517063,131729828.5,427419510.2,1/31/2023
2.057234397,2.144482642,1.965556956,2.12438537,90877829.1,442572270.2,2/1/2023
2.124009409,2.189633798,2.060392817,2.060949757,102076381.8,430668903.9,2/2/2023
2.060894822,2.351843136,2.056998128,2.255424719,337944777.1,472648839.5,2/3/2023
2.253945246,2.308473913,2.176632048,2.183752715,92886083.11,459019700,2/4/2023
2.183504057,2.266893874,2.029773747,2.077921781,105620112.7,438007590.8,2/5/2023
2.077918991,2.115093505,2.036795648,2.053642248,60221318.25,434194311.5,2/6/2023
2.053391264,2.165779256,2.04762655,2.141757464,83195013.68,454212532.6,2/7/2023
2.141515427,2.15699453,2.00369396,2.051655928,65825603.56,436409353,2/8/2023
2.05247291,2.059383283,1.729431889,1.768107073,96317166.37,377145378.9,2/9/2023
1.76828003,1.812342543,1.74038997,1.786615472,59364984.49,382244048.2,2/10/2023
1.786771157,1.878527811,1.773965015,1.848234747,56019073.73,396527496.1,2/11/2023
1.848227293,1.860350961,1.757521932,1.784939001,44611578.58,384083854.6,2/12/2023
1.785030279,1.87065957,1.721021912,1.825934928,97670107.08,394066572,2/13/2023
1.825824829,1.862104182,1.784664631,1.858377083,65580228.06,402172034.4,2/14/2023
1.858589758,1.979981131,1.833672264,1.978635513,82738437.44,429457146.9,2/15/2023
1.978258991,2.033172877,1.801302617,1.821953404,148797637.2,396531784.6,2/16/2023
1.82262769,1.936156297,1.82262769,1.900699854,84432982.93,414726702.5,2/17/2023
1.900858378,1.951061021,1.867365064,1.883680873,71631223.48,412132612.4,2/18/2023
1.8833532,1.911085768,1.830103745,1.838217248,72429145.43,403357608.9,2/19/2023
1.838151982,1.88484021,1.802698445,1.865402756,69237478.81,410432213.1,2/20/2023
1.86522295,1.877906485,1.776062482,1.803867144,74172937.95,398042148.9,2/21/2023
1.803675506,1.811002934,1.731940069,1.791516178,62831750.37,396382019.8,2/22/2023
1.791551178,1.8180637,1.740910395,1.783338466,46159211.87,395709162.5,2/23/2023
1.783093364,1.892061593,1.700854493,1.736828621,141696494.3,386421818.9,2/24/2023
1.7367215,1.777323693,1.659703488,1.716076559,56352551.32,382898428.9,2/25/2023
1.715964145,1.740569562,1.706174351,1.737409184,30598574.94,388691564,2/26/2023
1.737348024,1.746480929,1.689423481,1.71638102,44131115.81,385081221.6,2/27/2023
1.716286281,1.766167198,1.689567261,1.706708011,62432218.36,383927505.7,2/28/2023
1.706526369,1.743354505,1.695439427,1.739836166,41078822.41,392489274.4,3/1/2023
1.739958189,1.780738652,1.704476858,1.737111193,71357621.61,392908206.9,3/2/2023
1.7371104,1.740200804,1.508208804,1.57005227,76856606.94,356123668.3,3/3/2023
1.5701798,1.582568345,1.475902863,1.51590538,37697024.29,344744435.7,3/4/2023
1.515799662,1.54940538,1.507074794,1.512521404,31327854.66,344940926.6,3/5/2023
1.512551199,1.546168912,1.49671646,1.533828446,35664898.97,350714798.3,3/6/2023
1.533606756,1.546200268,1.457437191,1.490646981,38159878.99,341794440,3/7/2023
1.490588516,1.49543929,1.347685904,1.362908578,52601455.39,313317882.9,3/8/2023
1.363083123,1.420224532,1.268117223,1.294131405,72225017.09,298279175,3/9/2023
1.294256457,1.307396014,1.200849827,1.299444971,63440433.38,300335960.2,3/10/2023
1.29936765,1.334533774,1.237544743,1.288643127,53735247.73,298609380.4,3/11/2023
1.288519384,1.381787644,1.274096908,1.379266747,40713496.08,320491897.8,3/12/2023
1.379155723,1.435896448,1.330026228,1.416603099,82447484.68,330014242,3/13/2023
1.416549265,1.528929146,1.394193177,1.45891458,90267587.31,340804809.5,3/14/2023
1.459172276,1.494431548,1.312912667,1.342661615,66536657.1,314450019.7,3/15/2023
1.34267034,1.382337864,1.326198124,1.374526112,39351481.14,322791168.7,3/16/2023
1.374578208,1.448171748,1.361834681,1.446116812,47452327.68,340465134.5,3/17/2023
1.44610069,1.589322359,1.41578779,1.433170005,102524629.9,338331229.5,3/18/2023
1.433155069,1.548883782,1.433155069,1.46255944,73843662.56,346140165.2,3/19/2023
1.462450161,1.476106929,1.389041814,1.390205483,49796609.11,329904061.9,3/20/2023
1.390423368,1.442971426,1.366770627,1.438595989,49852235.53,342245211.7,3/21/2023
1.43840517,1.457698391,1.315279889,1.373140421,74793648.85,327550138.8,3/22/2023
1.372970003,1.415705978,1.275648269,1.360047497,103877859.2,325237743.7,3/23/2023
1.359996928,1.361755513,1.269555047,1.288306161,48520753.21,308905337.3,3/24/2023
1.288243649,1.343164691,1.272030895,1.323459552,57075134.23,318123788.6,3/25/2023
1.323743139,1.340311517,1.305003597,1.313479264,37432995.74,316564972.7,3/26/2023
1.313477153,1.319513589,1.230188343,1.262146135,42111652.9,304946013.7,3/27/2023
1.262054206,1.290489676,1.24343856,1.288279127,33115077.9,312084572,3/28/2023
1.288182646,1.319624016,1.285849994,1.300289321,42204226.33,315770356.2,3/29/2023
1.300410389,1.31167587,1.264465084,1.285098989,41143723.98,312850996.1,3/30/2023
1.285223872,1.293967115,1.267784572,1.286233022,31459731.14,313346734.5,3/31/2023
1.286212888,1.318298708,1.283320089,1.307943491,32964618.54,318635748.6,4/1/2023
1.307974928,1.308853698,1.246684747,1.264490289,30947322.74,308049860.5,4/2/2023
1.264537028,1.271815225,1.224463613,1.252019885,40396445.09,305011872.4,4/3/2023
1.252031452,1.273246325,1.245503996,1.269741656,29764542.02,309329176.7,4/4/2023
1.269735726,1.294159697,1.251776868,1.278751821,36822471.3,311524195.5,4/5/2023
1.27880225,1.284327147,1.257734232,1.278402392,32259618.66,311439069,4/6/2023
1.278383331,1.316973475,1.25981365,1.26349854,43496093.93,307808254.5,4/7/2023
1.263478268,1.499065335,1.251398563,1.392241191,209292095.9,339172003.3,4/8/2023
1.392148484,1.415731793,1.317456502,1.331451459,125666506.8,332376995.4,4/9/2023
1.33157898,1.341133512,1.291025446,1.321866666,43725535.83,330831454,4/10/2023
1.321921853,1.372868254,1.316353486,1.359605299,58539155.78,341089053.6,4/11/2023
1.359305378,1.507564863,1.279922866,1.411673621,218990329.7,355055590.9,4/12/2023
1.411744391,1.451603045,1.389318302,1.408116572,141190650.5,355002494.4,4/13/2023
1.407906992,1.47846436,1.385917268,1.421473515,102126333.3,359280551.8,4/14/2023
1.421416693,1.445837019,1.399277087,1.410127937,55627372.19,357256384.8,4/15/2023
1.410110144,1.431880348,1.392265719,1.417636517,45719365.3,360067210.2,4/16/2023
1.417591898,1.421209259,1.35738925,1.369950947,42150672.41,348807686.8,4/17/2023
1.370082629,1.44519535,1.367081809,1.436338517,70848931.43,366631011.8,4/18/2023
1.436006679,1.436619266,1.269794111,1.284722042,81389368.19,328763349.3,4/19/2023
1.28443424,1.324492218,1.251578715,1.272650489,51125480.95,231708249.8,4/20/2023
